track_name,artist,album,release_date,spotify_url,track_id
Heartbreak Anthem,Galantis,Rx,2024-05-17,https://open.spotify.com/track/4WKOsXGqZiG5ihoL5z2Ioa,4WKOsXGqZiG5ihoL5z2Ioa
Feelings,Diviners,Feelings,2021-06-25,https://open.spotify.com/track/7wUW5qYK19RlL6ljqDbc5x,7wUW5qYK19RlL6ljqDbc5x
Potion (with Dua Lipa & Young Thug),Calvin Harris,Potion (with Dua Lipa & Young Thug),2022-05-27,https://open.spotify.com/track/7fYRg3CEbk6rNCuzNzMT06,7fYRg3CEbk6rNCuzNzMT06
INTERNET OVERDOSE,NEEDY GIRL OVERDOSE,INTERNET OVERDOSE,2021-04-29,https://open.spotify.com/track/5oEoZdIrz0izZwqFCy6gDa,5oEoZdIrz0izZwqFCy6gDa
Paradise,MEDUZA,MEDUZA,2023-10-13,https://open.spotify.com/track/40FUdLENDY3sZmHEM25lpE,40FUdLENDY3sZmHEM25lpE
Man In Finance (with David Guetta),David Guetta,Man In Finance (with David Guetta),2024-06-07,https://open.spotify.com/track/5ZKnajvQQbMJeUhqilzi5T,5ZKnajvQQbMJeUhqilzi5T
Ke Shy,Major Lazer,Piano Republik,2023-03-24,https://open.spotify.com/track/0PgY2q9kphq67E83PL9yPq,0PgY2q9kphq67E83PL9yPq
places to be,Fred again..,places to be,2024-05-31,https://open.spotify.com/track/561pBFcFL2Pwb9HPO9tU8J,561pBFcFL2Pwb9HPO9tU8J
adore u,Fred again..,adore u,2023-08-11,https://open.spotify.com/track/3YgtkOxZsTuaZdL8McA1FQ,3YgtkOxZsTuaZdL8McA1FQ
El Merengue,Marshmello,Sugar Papi,2023-11-03,https://open.spotify.com/track/5KbBVSj6AJZ5662fO8EYFh,5KbBVSj6AJZ5662fO8EYFh
Weyu,Lucas Estrada,Weyu,2024-08-15,https://open.spotify.com/track/66tTks0fdZ1t8Ux7SF0yrZ,66tTks0fdZ1t8Ux7SF0yrZ
Don’t Go (with Justin Bieber & Don Toliver),Skrillex,Don’t Go (with Justin Bieber & Don Toliver),2021-08-20,https://open.spotify.com/track/55sgQENF3LY1sUcJUwasLl,55sgQENF3LY1sUcJUwasLl
Try Again (feat. Lauv),DallasK,Try Again (feat. Lauv),2021-07-30,https://open.spotify.com/track/0DHh3p0g7qmNNfNdRNwL6N,0DHh3p0g7qmNNfNdRNwL6N
One More Time,GATTÜSO,One More Time,2024-05-31,https://open.spotify.com/track/0GRJE21EBxLjn3Wh4gPCTJ,0GRJE21EBxLjn3Wh4gPCTJ
Another World,MEDUZA,Another World,2024-09-13,https://open.spotify.com/track/5U0iZCQ9e8PaLYxup0pcnO,5U0iZCQ9e8PaLYxup0pcnO
Back To You,Lost Frequencies,All Stand Together,2023-11-10,https://open.spotify.com/track/4PdSICTVRI1xrXZM1sOSCe,4PdSICTVRI1xrXZM1sOSCe
Lighter,Galantis,Rx,2024-05-17,https://open.spotify.com/track/1uXcsl79LVRf13rGxvaqpk,1uXcsl79LVRf13rGxvaqpk
Wherever You Are,Martin Garrix,Wherever You Are,2024-06-07,https://open.spotify.com/track/4s5kizLw0McJRd4rBG06B4,4s5kizLw0McJRd4rBG06B4
Woke Up in Love,Kygo,Thrill Of The Chase,2022-11-11,https://open.spotify.com/track/07QIetdCyAEox3Q5qqJT43,07QIetdCyAEox3Q5qqJT43
Let It Go,NOTSOBAD,Let It Go,2024-04-19,https://open.spotify.com/track/4madkqL1bB8rweDVBG8FvR,4madkqL1bB8rweDVBG8FvR
In The Dark,Armin van Buuren,In The Dark,2024-07-12,https://open.spotify.com/track/0IAFmrpi9KF0PP3LONJonm,0IAFmrpi9KF0PP3LONJonm
Ritmo De La Noche (Vamos A La Playa),W&W,Ritmo De La Noche (Vamos A La Playa),2023-07-28,https://open.spotify.com/track/3APyTiWzqQtT8vd0kRz6lo,3APyTiWzqQtT8vd0kRz6lo
leavemealone,Fred again..,USB,2024-06-14,https://open.spotify.com/track/4AA57loUSZKtuHdULvizrc,4AA57loUSZKtuHdULvizrc
Say Say Say (feat. Paul McCartney & Michael Jackson),Kygo,Say Say Say (feat. Paul McCartney & Michael Jackson),2023-03-31,https://open.spotify.com/track/16vUeW77F6Xiz1irHBvTAM,16vUeW77F6Xiz1irHBvTAM
CRUSH,Yellow Claw,CRUSH,2024-03-15,https://open.spotify.com/track/5GKsUqnQ90T5kkvG6u30wZ,5GKsUqnQ90T5kkvG6u30wZ
Ray Of Solar,Swedish House Mafia,Ray Of Solar,2023-08-04,https://open.spotify.com/track/5Y2n6pW4Vqr4Mzkd9V4Uk8,5Y2n6pW4Vqr4Mzkd9V4Uk8
house in the streetlight,LSR/CITY,house in the streetlight,2023-11-17,https://open.spotify.com/track/2oKH22tSUiqdjDSUhnWz0t,2oKH22tSUiqdjDSUhnWz0t
Bloom,Lucas Estrada,Bloom,2022-06-17,https://open.spotify.com/track/4hHvZD1pcvG8rxUkhau6Is,4hHvZD1pcvG8rxUkhau6Is
Musician,Porter Robinson,Nurture,2021-04-23,https://open.spotify.com/track/6uyltToZgo3MDKhCJ7F8Wc,6uyltToZgo3MDKhCJ7F8Wc
places to be,Fred again..,ten days,2024-09-06,https://open.spotify.com/track/1qfJ6OvxrspQTmcvdIEoX6,1qfJ6OvxrspQTmcvdIEoX6
Follow The Light,Armin van Buuren,Follow The Light,2024-09-06,https://open.spotify.com/track/3EQ70Nq9D03VLRblD2JlJZ,3EQ70Nq9D03VLRblD2JlJZ
Pump It Louder,Tiësto,Pump It Louder,2022-10-07,https://open.spotify.com/track/2yEHX6MqAXPyD7bm47A2Br,2yEHX6MqAXPyD7bm47A2Br
Let Me Think About It Again,Showtek,Let Me Think About It Again,2023-09-08,https://open.spotify.com/track/4J4Fk7x2y8jQBxm332n0oY,4J4Fk7x2y8jQBxm332n0oY
Big FU,David Guetta,Big FU,2023-10-27,https://open.spotify.com/track/2HbTwmup8SWz5tMcKZXFLh,2HbTwmup8SWz5tMcKZXFLh
Pump It Louder,Tiësto,DRIVE,2023-04-21,https://open.spotify.com/track/4PNKy9P3xrzqMwVzRjxBKt,4PNKy9P3xrzqMwVzRjxBKt
Kernkraft 400 (A Better Day),Topic,Kernkraft 400 (A Better Day),2022-06-17,https://open.spotify.com/track/3kcKlOkQQEPVwxwljbGJ5p,3kcKlOkQQEPVwxwljbGJ5p
BOTH,Tiësto,BOTH,2023-08-29,https://open.spotify.com/track/7mobUfp1aL8A6CdugCMWft,7mobUfp1aL8A6CdugCMWft
Starlight (Keep Me Afloat),Martin Garrix,Starlight (Keep Me Afloat),2022-04-15,https://open.spotify.com/track/4UQy41kC5LjzwQuiuWOpwA,4UQy41kC5LjzwQuiuWOpwA
Forever (feat. Elley Duhé),Gryffin,Alive,2022-11-04,https://open.spotify.com/track/14dLEccPdsIvZdaMfimZEt,14dLEccPdsIvZdaMfimZEt
Promises (with Sam Smith),Calvin Harris,96 Months,2024-08-08,https://open.spotify.com/track/6auDCEMr5aHTNu4Kw9h5U6,6auDCEMr5aHTNu4Kw9h5U6
Fell In Love,Marshmello,Fell In Love,2023-05-05,https://open.spotify.com/track/1N8klHEbZ0bFOHnMVs8C9S,1N8klHEbZ0bFOHnMVs8C9S
On & On,Armin van Buuren,On & On,2023-03-29,https://open.spotify.com/track/19bua05ITWjFrk9iGxOA7r,19bua05ITWjFrk9iGxOA7r
Dead To Me - Slow + Reverb,Whales,Dead To Me Slow + Reverb,2021-08-17,https://open.spotify.com/track/7xnElMPFCmSlMJ0AY2hnxc,7xnElMPFCmSlMJ0AY2hnxc
No Fun,Armin van Buuren,No Fun,2021-11-19,https://open.spotify.com/track/3YOZWCREvKsxhcZNJix5xd,3YOZWCREvKsxhcZNJix5xd
Make You Say,Zedd,Make You Say,2022-08-19,https://open.spotify.com/track/1elhmWW7Bv0MOQj2gAsyoV,1elhmWW7Bv0MOQj2gAsyoV
Never Going Home,Kungs,Club Azur,2022-03-18,https://open.spotify.com/track/6ju5Ntn5pYksvkKxVkjEPK,6ju5Ntn5pYksvkKxVkjEPK
Lost Without You (with Dean Lewis),Kygo,Lost Without You (with Dean Lewis),2022-07-08,https://open.spotify.com/track/1eGW1YBT17a5G1hKPWrpW7,1eGW1YBT17a5G1hKPWrpW7
Bye Bye,Marshmello,Bye Bye,2022-10-14,https://open.spotify.com/track/6XO8RlYuJCiI0v3IA48FeJ,6XO8RlYuJCiI0v3IA48FeJ
Eyes Wide Shut,ILLENIUM,ILLENIUM,2023-04-28,https://open.spotify.com/track/556awMv4WQP0h1VXMU8rSU,556awMv4WQP0h1VXMU8rSU
No Gravity (feat. Bava),Zedd,Telos,2024-08-30,https://open.spotify.com/track/6r4ual3l2rTXnxp6T8WM1g,6r4ual3l2rTXnxp6T8WM1g
I Don't Wanna Wait - Hardwell & Olly James Remix,David Guetta,I Don't Wanna Wait (Hardwell & Olly James Remix),2024-05-03,https://open.spotify.com/track/0GOXlShsWOp7BQ7nt9uwUL,0GOXlShsWOp7BQ7nt9uwUL
20200819 She Get The Gold Star,Mac DeMarco,One Wayne G,2023-04-21,https://open.spotify.com/track/5F6ZjgYSsgFyqV4htHdWFD,5F6ZjgYSsgFyqV4htHdWFD
Waterfall,Disclosure,Waterfall,2022-03-22,https://open.spotify.com/track/3X2Aw6bQ7TfMMKsTzjTlDg,3X2Aw6bQ7TfMMKsTzjTlDg
I'll Fly With You (L'Amour Toujours),Jovani,I'll Fly With You (L'Amour Toujours),2024-01-26,https://open.spotify.com/track/647ApDC8JCH0CRKNYAwos9,647ApDC8JCH0CRKNYAwos9
Hate You + Love You (feat. AJ Mitchell),Cheat Codes,Hate You + Love You (feat. AJ Mitchell),2021-02-05,https://open.spotify.com/track/7DgkSYT6vh3UAYQlFbsj6z,7DgkSYT6vh3UAYQlFbsj6z
One By One (feat. Oaks),Robin Schulz,One By One (feat. Oaks),2024-01-19,https://open.spotify.com/track/2D1P2Y9RUxZW2Ch9A1rwHA,2D1P2Y9RUxZW2Ch9A1rwHA
adore u,Fred again..,ten days,2024-09-06,https://open.spotify.com/track/1rf4SX7dduNbrNnOmupLzi,1rf4SX7dduNbrNnOmupLzi
Miracle (with Ellie Goulding),Calvin Harris,96 Months,2024-08-08,https://open.spotify.com/track/2qwRUeQhsZwZaLKceoflwh,2qwRUeQhsZwZaLKceoflwh
El Merengue,Marshmello,El Merengue,2023-03-03,https://open.spotify.com/track/51FvjPEGKq2zByeeEQ43V9,51FvjPEGKq2zByeeEQ43V9
Barcelona Nights,Vicetone,Barcelona Nights,2022-06-17,https://open.spotify.com/track/17vXZTcVsCJF1NBoaBQjm7,17vXZTcVsCJF1NBoaBQjm7
Battlecry (Heart of Courage),Jim Yosef,Battlecry (Heart of Courage),2023-04-28,https://open.spotify.com/track/0PK9kFwEloZhv7PSs47KlI,0PK9kFwEloZhv7PSs47KlI
Out of Time (feat. Bea Miller),Zedd,Telos,2024-08-30,https://open.spotify.com/track/05nNwJQSvfjaAmJRcjWJKy,05nNwJQSvfjaAmJRcjWJKy
Million Places,R3HAB,Million Places,2023-08-25,https://open.spotify.com/track/3rCuELlVNqzcG8JHDJh76m,3rCuELlVNqzcG8JHDJh76m
Give it To Me - TikTok Techno Remix,KEAN DYSSO,Give it To Me,2023-12-29,https://open.spotify.com/track/56nvduN2qOI9hPJGjJBHtX,56nvduN2qOI9hPJGjJBHtX
Chasing Stars (feat. James Bay),Alesso,Chasing Stars (feat. James Bay),2021-08-20,https://open.spotify.com/track/6y6xhAgZjvxy5kR5rigpY3,6y6xhAgZjvxy5kR5rigpY3
Knock Yourself Out XD,Porter Robinson,SMILE! :D,2024-07-26,https://open.spotify.com/track/6yfY7OdAz4VEOjPUOP3yzN,6yfY7OdAz4VEOjPUOP3yzN
Turn On The Lights again.. (feat. Future),Fred again..,USB,2024-06-14,https://open.spotify.com/track/5RuROg27RZTvqixblmzYG5,5RuROg27RZTvqixblmzYG5
I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir),Oliver Heldens,I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir),2022-05-06,https://open.spotify.com/track/2LxdNADWier3MKTei8FbOY,2LxdNADWier3MKTei8FbOY
Moth To A Flame (with The Weeknd),Swedish House Mafia,Dawn FM (Alternate World),2022-01-07,https://open.spotify.com/track/1S9DHKpS73KFVN7nnIql3f,1S9DHKpS73KFVN7nnIql3f
The Business,Tiësto,DRIVE,2023-04-21,https://open.spotify.com/track/57uNXnf4ciHYP4HktbIbzC,57uNXnf4ciHYP4HktbIbzC
Move Your Body - RAIZHELL Remix,Öwnboss,Move Your Body (RAIZHELL Remix),2022-08-05,https://open.spotify.com/track/2eXBjkt4NlEI9430egVp1W,2eXBjkt4NlEI9430egVp1W
AM:PM,NOTD,AM:PM,2023-03-24,https://open.spotify.com/track/7DwVS1naLT9jP0PE78jg4P,7DwVS1naLT9jP0PE78jg4P
We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song,Martin Garrix,We Are The People (feat. Bono & The Edge) [Official UEFA EURO 2020 Song],2021-05-13,https://open.spotify.com/track/2iL0W5qi0ivZ9WRXbZ74cS,2iL0W5qi0ivZ9WRXbZ74cS
Obsessed (with Charlie Puth & Shenseea),Calvin Harris,Funk Wav Bounces Vol. 2,2022-08-05,https://open.spotify.com/track/0b5CzUhyShYuDdtW5J4wm2,0b5CzUhyShYuDdtW5J4wm2
If I Die Young,W&W,If I Die Young,2024-06-28,https://open.spotify.com/track/3A22noh6KZmsvP7ti5sEcm,3A22noh6KZmsvP7ti5sEcm
Hurricane,Martin Garrix,Hurricane,2023-06-02,https://open.spotify.com/track/5RfVafaeEEiqC0Z3LsBaZw,5RfVafaeEEiqC0Z3LsBaZw
Sexy Chick,David Guetta,slow motion running,2023-08-24,https://open.spotify.com/track/1g6detmfPotHPt8ghWlhin,1g6detmfPotHPt8ghWlhin
Fine Day Anthem,Skrillex,Fine Day Anthem,2023-07-07,https://open.spotify.com/track/6tifCCTIVBLC2TmTquYG7G,6tifCCTIVBLC2TmTquYG7G
I Follow Rivers,Tiësto,Prismatic: Pack One,2025-01-31,https://open.spotify.com/track/1aGXmfXBq4koas7v3277P3,1aGXmfXBq4koas7v3277P3
Chills (Feel My Love),Oliver Heldens,Chills (Feel My Love),2024-07-26,https://open.spotify.com/track/0jjE8w7Rtu3NCImWhKKX8x,0jjE8w7Rtu3NCImWhKKX8x
Summertime Blues (feat. Nathan Nicholson),Chris Lake,Summertime Blues (feat. Nathan Nicholson),2024-04-26,https://open.spotify.com/track/6q36Cqt2d3O5jqrQR9uXCp,6q36Cqt2d3O5jqrQR9uXCp
I Remember,Cheat Codes,One Night in Nashville,2023-01-27,https://open.spotify.com/track/2kUBH7S2TKGx5qgn1X2yUe,2kUBH7S2TKGx5qgn1X2yUe
ACID,Hardwell,ACID,2023-05-05,https://open.spotify.com/track/6JkQb1qCCJDBV7kW5vJUAH,6JkQb1qCCJDBV7kW5vJUAH
Head Down,Lost Frequencies,All Stand Together,2023-11-10,https://open.spotify.com/track/1elmYn9vrSnQzs44rJcVY6,1elmYn9vrSnQzs44rJcVY6
See You Again,Vicetone,See You Again,2023-09-22,https://open.spotify.com/track/7pQFhGqFTst6paU3OVJpKE,7pQFhGqFTst6paU3OVJpKE
No Fun,Armin van Buuren,Feel Again,2023-03-30,https://open.spotify.com/track/1q3qh7hEJrPmPH7uOteYSr,1q3qh7hEJrPmPH7uOteYSr
Heavy Metal Love,twocolors,Heavy Metal Love,2022-07-08,https://open.spotify.com/track/07VcTAooOBP8hIluuUS5xr,07VcTAooOBP8hIluuUS5xr
Is There Really No Happiness?,Porter Robinson,SMILE! :D,2024-07-26,https://open.spotify.com/track/3eE6IderHf7lnqOorqiNVK,3eE6IderHf7lnqOorqiNVK
In My Bones,Lost Frequencies,In My Bones,2024-04-19,https://open.spotify.com/track/1dcK8O2qEq7E34o4ImQEco,1dcK8O2qEq7E34o4ImQEco
Family Affair (Dance For Me),David Guetta,Family Affair (Dance For Me),2022-07-15,https://open.spotify.com/track/1dP519dbEob8H6wiouRdaY,1dP519dbEob8H6wiouRdaY
Meet Her At The Love Parade,Dimitri Vegas & Like Mike,Meet Her At The Love Parade,2024-05-17,https://open.spotify.com/track/58bT1VNZ0Itc70Sz7mcueT,58bT1VNZ0Itc70Sz7mcueT
Healing (Shattered Heart),Kygo,KYGO,2024-06-21,https://open.spotify.com/track/5upoXNxaUFybIF8XfRAaDp,5upoXNxaUFybIF8XfRAaDp
World Gone Wild (feat. Sam Martin),Robin Schulz,World Gone Wild (feat. Sam Martin),2024-10-11,https://open.spotify.com/track/4arNFfHtD5FPYcpUUiUOM1,4arNFfHtD5FPYcpUUiUOM1
Lucky (feat. Remi Wolf),Zedd,Telos,2024-08-30,https://open.spotify.com/track/6DtU5J0xK0Law03cXT6ar5,6DtU5J0xK0Law03cXT6ar5
Rule The World (Everybody),Tiësto,Rule The World (Everybody),2023-10-27,https://open.spotify.com/track/2f2dRxjiUOoV5qhZFbnVO6,2f2dRxjiUOoV5qhZFbnVO6
Me Before You,Kygo,KYGO,2024-06-21,https://open.spotify.com/track/3zLIKAkrLLwzNe4RsD5EBC,3zLIKAkrLLwzNe4RsD5EBC
Don't Kill My Vibe,Öwnboss,Don't Kill My Vibe,2024-10-25,https://open.spotify.com/track/4QF4IfN0TqvJ00V7qHkLRw,4QF4IfN0TqvJ00V7qHkLRw
All Night Long,Kungs,All Night Long,2024-01-19,https://open.spotify.com/track/1vQWFjEC34DHNXrRTFjDxe,1vQWFjEC34DHNXrRTFjDxe
Automatic Yes (feat. John Mayer),Zedd,Telos,2024-08-30,https://open.spotify.com/track/6oAwQp0fXsZObpl5PLl2GN,6oAwQp0fXsZObpl5PLl2GN
Bring Me Back - Enox Mantano Remix,Miles Away,Bring Me Back (VIP Remixes),2023-11-15,https://open.spotify.com/track/0qdJTpuUNBWWcXawVHacwe,0qdJTpuUNBWWcXawVHacwe
Don't Forget My Love,Diplo,Diplo,2022-03-04,https://open.spotify.com/track/22pjmqZq2oTZtEThEt66Zn,22pjmqZq2oTZtEThEt66Zn
Baby again..,Fred again..,Baby again..,2023-03-17,https://open.spotify.com/track/4zlbKky2yA657Sk5rekZoR,4zlbKky2yA657Sk5rekZoR
Come On,Dimitri Vegas & Like Mike,Come On,2024-09-27,https://open.spotify.com/track/52qhCExC8StLsHWJB7QqQN,52qhCExC8StLsHWJB7QqQN
Selfish Love (with Selena Gomez),DJ Snake,Selfish Love (with Selena Gomez),2021-03-04,https://open.spotify.com/track/3XoflnowYPFRPOh3uFvHcm,3XoflnowYPFRPOh3uFvHcm
Bring Me Back - Slowed + Reverb,Miles Away,Bring Me Back (VIP),2023-05-19,https://open.spotify.com/track/1f8fu36sU2s7jKoiUtYEbb,1f8fu36sU2s7jKoiUtYEbb
Melody,Sigala,Melody,2022-01-21,https://open.spotify.com/track/6Owc2SuzwO3LW1SAODYK3l,6Owc2SuzwO3LW1SAODYK3l
Never Really Loved Me (with Dean Lewis),Kygo,Never Really Loved Me (with Dean Lewis),2022-07-01,https://open.spotify.com/track/1O73ZKgl0THUImkHW6dfAL,1O73ZKgl0THUImkHW6dfAL
Wrong or Right (The Riddle),Bassjackers,Wrong or Right (The Riddle),2023-03-24,https://open.spotify.com/track/78VSoe3vn4gR4pYSTBiAXA,78VSoe3vn4gR4pYSTBiAXA
Axel F (Take It To The Floor) (with Gabry Ponte),W&W,Axel F (Take It To The Floor) (with Gabry Ponte),2024-07-26,https://open.spotify.com/track/69akic9gR26niltxBY8pFm,69akic9gR26niltxBY8pFm
glow,Fred again..,ten days,2024-09-06,https://open.spotify.com/track/3i9QKRl5Ql3pgUfNdYBVTc,3i9QKRl5Ql3pgUfNdYBVTc
VHS RAVE,Tiësto,VHS RAVE,2024-09-06,https://open.spotify.com/track/1zgs6QpTBuJ67TQvXMtp7L,1zgs6QpTBuJ67TQvXMtp7L
Mas Que Nada,Oliver Heldens,Mas Que Nada,2024-01-12,https://open.spotify.com/track/6yW6Q8ZPgDBQA1yHWL4Jmh,6yW6Q8ZPgDBQA1yHWL4Jmh
Dancing Feet (feat. DNCE),Kygo,Dancing Feet (feat. DNCE),2022-02-25,https://open.spotify.com/track/4RAR8g8fZNB106ezUurnE0,4RAR8g8fZNB106ezUurnE0
Don't Be Shy,Tiësto,DRIVE,2023-04-21,https://open.spotify.com/track/0v2Swij0g2VfvSq3c3uaG3,0v2Swij0g2VfvSq3c3uaG3
Russian Roulette,Porter Robinson,SMILE! :D,2024-07-26,https://open.spotify.com/track/3RdUgst4llmyJkVtNaqHGv,3RdUgst4llmyJkVtNaqHGv
Hallucination,Regard,Hallucination,2022-02-18,https://open.spotify.com/track/7y3c1oJMY1CwwtOZ84Qovu,7y3c1oJMY1CwwtOZ84Qovu
Ghost Town (Lucas Estrada Remix),VINAI,Ghost Town (Lucas Estrada Remix),2023-01-05,https://open.spotify.com/track/0ndg56b510prqHlImqJoxG,0ndg56b510prqHlImqJoxG
Invincible Pt. II,Deaf Kev,Invincible Pt. II,2021-10-21,https://open.spotify.com/track/2wrpgz7CZXnX0RSPkzOto5,2wrpgz7CZXnX0RSPkzOto5
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",Calvin Harris,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",2022-07-15,https://open.spotify.com/track/5lfWrciYtohtIMVDVZd0Rf,5lfWrciYtohtIMVDVZd0Rf
Don’t Go,Skrillex,Don’t Get Too Close,2023-02-18,https://open.spotify.com/track/4pNlvXL8f51vWOOQ8lxCWV,4pNlvXL8f51vWOOQ8lxCWV
Baby again..,Fred again..,USB,2024-06-14,https://open.spotify.com/track/0ahsquSATj90gbTHSAhpcL,0ahsquSATj90gbTHSAhpcL
Only You,Alesso,Only You,2022-03-25,https://open.spotify.com/track/7mXNYEVh9FW72c12qBaO3p,7mXNYEVh9FW72c12qBaO3p
After You (feat. Calle Lehmann),Gryffin,Alive,2022-11-04,https://open.spotify.com/track/3TO4rCwrEgzkH20pG7DK4G,3TO4rCwrEgzkH20pG7DK4G
Mi Amor (with JVKE & Anitta),Sam Feldt,Mi Amor (with JVKE & Anitta),2024-06-14,https://open.spotify.com/track/5u2EjRHBYRLFvfMXpBAewy,5u2EjRHBYRLFvfMXpBAewy
Shockwave,Marshmello,Shockwave,2021-06-11,https://open.spotify.com/track/3sOGVdj5VPY6C2XImtlzj7,3sOGVdj5VPY6C2XImtlzj7
Phone,MEDUZA,MEDUZA,2023-10-13,https://open.spotify.com/track/4Y3xYddcLDgr2qm0xVdGgW,4Y3xYddcLDgr2qm0xVdGgW
Love Is Eternity,Armin van Buuren,Love Is Eternity,2024-08-30,https://open.spotify.com/track/4iXTpwsitXpEeS9nojYVGb,4iXTpwsitXpEeS9nojYVGb
Jungle,Fred again..,USB,2024-06-14,https://open.spotify.com/track/2VQsgkfZQxbuNKORChoaMt,2VQsgkfZQxbuNKORChoaMt
Breakaway,Martin Garrix,Breakaway,2024-02-23,https://open.spotify.com/track/3g0eHwVjGYZaHooqGtKefQ,3g0eHwVjGYZaHooqGtKefQ
Walk Me Home,Said The Sky,Sentiment,2022-02-18,https://open.spotify.com/track/5fWRLdgfMlbKDncAhdN9zI,5fWRLdgfMlbKDncAhdN9zI
Loco,BEAUZ,Loco,2024-09-06,https://open.spotify.com/track/1IGYWrd1H0oxNMS8FHrUGs,1IGYWrd1H0oxNMS8FHrUGs
Happier - Sped Up,Marshmello,Happier (Slowed + Reverb),2022-07-18,https://open.spotify.com/track/2as5BO0eobxm7Zvelm2nHN,2as5BO0eobxm7Zvelm2nHN
Chain My Heart,Topic,Chain My Heart,2021-06-11,https://open.spotify.com/track/67lbzVADsqJJ6tyVk0XCgn,67lbzVADsqJJ6tyVk0XCgn
Rumble,Skrillex,Rumble,2023-01-04,https://open.spotify.com/track/1GfBLbAhZUWdseuDqhocmn,1GfBLbAhZUWdseuDqhocmn
By Your Side (feat. Tom Grennan),Calvin Harris,By Your Side (feat. Tom Grennan),2021-06-04,https://open.spotify.com/track/0vR2rIVORmgeKiGIgNT0fV,0vR2rIVORmgeKiGIgNT0fV
Push,Skrillex,Push,2024-05-24,https://open.spotify.com/track/29OFLlrrfKIEVwbVMTjBYe,29OFLlrrfKIEVwbVMTjBYe
Marea (we’ve lost dancing),Fred again..,Marea (we’ve lost dancing),2021-02-22,https://open.spotify.com/track/1t0Jmqg1pKVBbxjQFZebeR,1t0Jmqg1pKVBbxjQFZebeR
If You Really Love Me (How Will I Know),David Guetta,If You Really Love Me (How Will I Know),2021,https://open.spotify.com/track/5TnF44IQRsopRNa63BEyFd,5TnF44IQRsopRNa63BEyFd
Weak,Vintage Culture,Weak,2024-01-19,https://open.spotify.com/track/62gzfhHi2supfHWfi6iHbA,62gzfhHi2supfHWfi6iHbA
You for Me,Sigala,You for Me,2021-07-02,https://open.spotify.com/track/73QyyUMMvtNELmULI4FOsp,73QyyUMMvtNELmULI4FOsp
Love Me Now (feat. Zoe Wees),Kygo,Thrill Of The Chase,2022-11-11,https://open.spotify.com/track/3aoZg6tWk6oV6FdtQkyNmt,3aoZg6tWk6oV6FdtQkyNmt
Never A Good Time,NOTD,NOTED...EP,2022-09-09,https://open.spotify.com/track/5l60Z7gXN9MhAyhdZdy3uA,5l60Z7gXN9MhAyhdZdy3uA
Easier to Love You,Porter Robinson,SMILE! :D,2024-07-26,https://open.spotify.com/track/4GyTknt8CrtzrMYRLInCKs,4GyTknt8CrtzrMYRLInCKs
Don't Be A Stranger,Cartoon,Don't Be A Stranger,2021-05-14,https://open.spotify.com/track/0U8qQnPxuDZnQMCgw27isl,0U8qQnPxuDZnQMCgw27isl
Young Again,Don Diablo,Young Again,2024-09-06,https://open.spotify.com/track/1jc8a5v2ewbx7jAj8nTfHs,1jc8a5v2ewbx7jAj8nTfHs
You Give Me A Feeling,Vintage Culture,You Give Me A Feeling,2021-11-12,https://open.spotify.com/track/2qRKTg13LJGHO4fmQTWT7x,2qRKTg13LJGHO4fmQTWT7x
Real Love,Martin Garrix,Real Love,2023-09-22,https://open.spotify.com/track/6afdNrotJ1PCt9DoFiHpLj,6afdNrotJ1PCt9DoFiHpLj
Never Be Lonely,Jax Jones,Never Be Lonely,2024-02-09,https://open.spotify.com/track/4beKzTMCCMDizozv4Y3Shj,4beKzTMCCMDizozv4Y3Shj
Tell It To My Heart,MEDUZA,Tell It To My Heart,2021-10-29,https://open.spotify.com/track/46nvQpUDsxpS08UTFOeKTA,46nvQpUDsxpS08UTFOeKTA
Happier (feat. Clementine Douglas),The Blessed Madonna,Happier (feat. Clementine Douglas),2024-02-02,https://open.spotify.com/track/1TcF5F10EN17vraisG1gQv,1TcF5F10EN17vraisG1gQv
Tell It To My Heart,MEDUZA,Tell It To My Heart,2021-10-29,https://open.spotify.com/track/46nvQpUDsxpS08UTFOeKTA,46nvQpUDsxpS08UTFOeKTA
Happier (feat. Clementine Douglas),The Blessed Madonna,Happier (feat. Clementine Douglas),2024-02-02,https://open.spotify.com/track/1TcF5F10EN17vraisG1gQv,1TcF5F10EN17vraisG1gQv
Dreaming,Marshmello,Dreaming,2023-10-20,https://open.spotify.com/track/4NUmZ5svM1Bbmaz5udqUeJ,4NUmZ5svM1Bbmaz5udqUeJ
Omen,Cartoon,Omen,2021-09-03,https://open.spotify.com/track/2bjtlNmO8Rf5Bl4rxNl3GJ,2bjtlNmO8Rf5Bl4rxNl3GJ
All That Really Matters,ILLENIUM,All That Really Matters,2022-07-29,https://open.spotify.com/track/5zviMoAeuerK1Rd58qXASv,5zviMoAeuerK1Rd58qXASv
Hey Mama,David Guetta,So Am I - 10's Anthems,2021-09-03,https://open.spotify.com/track/3Ek7BRwu6eO2kSeNMlZC1A,3Ek7BRwu6eO2kSeNMlZC1A
