track_name,artist,album,release_date,spotify_url,track_id
Hero,Martin Garrix,Hero,2022-12-08,https://open.spotify.com/track/4Wu62DoQg1ECGlDKDfo30R,4Wu62DoQg1ECGlDKDfo30R
Ritual,Tiësto,The London Sessions,2020-05-15,https://open.spotify.com/track/0FEk8LwY8h4rAR63ggfhV0,0FEk8LwY8h4rAR63ggfhV0
Ocean Drive,Duke Dumont,Duality,2020-04-17,https://open.spotify.com/track/4b93D55xv3YCH5mT4p6HPn,4b93D55xv3YCH5mT4p6HPn
Smile (feat. Carolina Liar),Martin Garrix,Smile (feat. Carolina Liar),2024-07-19,https://open.spotify.com/track/73SGUxXPloaU5CfeKkJf5D,73SGUxXPloaU5CfeKkJf5D
Are You Lonely (feat. ISÁK),Steve Aoki,Neon Future IV,2020-03-27,https://open.spotify.com/track/1bryeK5SLLjgKvtdh21dbc,1bryeK5SLLjgKvtdh21dbc
Animal,Vicetone,Legacy,2021-04-02,https://open.spotify.com/track/6IE6DtVDkPotP6rApA7a10,6IE6DtVDkPotP6rApA7a10
For Life (feat. Nile Rodgers),Kygo,KYGO,2024-06-21,https://open.spotify.com/track/6YutTqJz3jGfLMfzIHpSTf,6YutTqJz3jGfLMfzIHpSTf
Lioness,Swedish House Mafia,Lioness,2024-06-07,https://open.spotify.com/track/73rh3AJNXQl8iMWgWRrQTR,73rh3AJNXQl8iMWgWRrQTR
Satisfaction - Hardwell & Maddix Remix,David Guetta,Satisfaction (Hardwell & Maddix Remix),2023-01-05,https://open.spotify.com/track/6L5xbckRDXIf5K1pwTaGkD,6L5xbckRDXIf5K1pwTaGkD
Cheerleader,Porter Robinson,SMILE! :D,2024-07-26,https://open.spotify.com/track/5iyuwVaMliMdloOzSBxohv,5iyuwVaMliMdloOzSBxohv
Lay Low,Tiësto,DRIVE,2023-04-21,https://open.spotify.com/track/3IhM5Mber8KA0NaRNpK2px,3IhM5Mber8KA0NaRNpK2px
Delilah (pull me out of this),Fred again..,Actual Life 3 (January 1 - September 9 2022),2022-10-28,https://open.spotify.com/track/5w9upngVRHNjdZcRC7Xxr2,5w9upngVRHNjdZcRC7Xxr2
leavemealone,Fred again..,leavemealone,2023-12-08,https://open.spotify.com/track/1MVqeIAwhD4T44AKVkIfic,1MVqeIAwhD4T44AKVkIfic
What Took You So Long,Armin van Buuren,What Took You So Long,2024-03-22,https://open.spotify.com/track/2YSWJU0HINhi24oH19ALo6,2YSWJU0HINhi24oH19ALo6
Perfect (Exceeder),David Guetta,Perfect (Exceeder),2024-02-09,https://open.spotify.com/track/7jY6W92bLfnXnevTa7JKHi,7jY6W92bLfnXnevTa7JKHi
Free (with Ellie Goulding),Calvin Harris,Free (with Ellie Goulding),2024-07-26,https://open.spotify.com/track/3NxB1jubUWY6zit9rOk8ZC,3NxB1jubUWY6zit9rOk8ZC
Kill Me Slow,David Guetta,New Rave,2020-07-17,https://open.spotify.com/track/2NZJKUPIGfJqLAzONNr4gv,2NZJKUPIGfJqLAzONNr4gv
Freestyler (Rock The Microphone),Lost Frequencies,Freestyler (Rock The Microphone),2024-09-20,https://open.spotify.com/track/5Axl2Rjg3wOC3JHju1Gess,5Axl2Rjg3wOC3JHju1Gess
Piece Of Your Heart,MEDUZA,MEDUZA,2023-10-13,https://open.spotify.com/track/5RDUCbvwPZdmjFbhZ5EY4N,5RDUCbvwPZdmjFbhZ5EY4N
Hot In It (feat. Charli XCX),Tiësto,DRIVE,2023-04-21,https://open.spotify.com/track/5pNFibJLq7dvoDVIIcQBkn,5pNFibJLq7dvoDVIIcQBkn
Moonlight Shadow,W&W,Moonlight Shadow,2021-11-26,https://open.spotify.com/track/0R2KmlsyojxoYG8wxcd5XX,0R2KmlsyojxoYG8wxcd5XX
Lighter,Galantis,Lighter,2024-03-01,https://open.spotify.com/track/7hdNTegC0TCKKoxB6GTFH3,7hdNTegC0TCKKoxB6GTFH3
Rumble,Skrillex,Quest For Fire,2023-02-17,https://open.spotify.com/track/74fmYjFwt9CqEFAh8ybeBD,74fmYjFwt9CqEFAh8ybeBD
Something To Hold On To (feat. Clementine Douglas),David Guetta,Something To Hold On To (feat. Clementine Douglas),2023-07-28,https://open.spotify.com/track/617tj2kCbyrza6mHhzT6JQ,617tj2kCbyrza6mHhzT6JQ
The Feeling,Lost Frequencies,The Feeling,2023-06-09,https://open.spotify.com/track/6W9qtw3ddhkYznaOxB50p8,6W9qtw3ddhkYznaOxB50p8
Get Your Wish,Porter Robinson,Nurture,2021-04-23,https://open.spotify.com/track/6aUfT9QOcTHhxLNrf1aVR8,6aUfT9QOcTHhxLNrf1aVR8
Heartbreak Anthem,Galantis,Rx,2024-05-17,https://open.spotify.com/track/4WKOsXGqZiG5ihoL5z2Ioa,4WKOsXGqZiG5ihoL5z2Ioa
Feelings,Diviners,Feelings,2021-06-25,https://open.spotify.com/track/7wUW5qYK19RlL6ljqDbc5x,7wUW5qYK19RlL6ljqDbc5x
Potion (with Dua Lipa & Young Thug),Calvin Harris,Potion (with Dua Lipa & Young Thug),2022-05-27,https://open.spotify.com/track/7fYRg3CEbk6rNCuzNzMT06,7fYRg3CEbk6rNCuzNzMT06
INTERNET OVERDOSE,NEEDY GIRL OVERDOSE,INTERNET OVERDOSE,2021-04-29,https://open.spotify.com/track/5oEoZdIrz0izZwqFCy6gDa,5oEoZdIrz0izZwqFCy6gDa
Paradise (feat. Dermot Kennedy),MEDUZA,Paradise,2020-10-30,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr,6ft4hAq6yde8jPZY2i5zLr
Paradise,MEDUZA,MEDUZA,2023-10-13,https://open.spotify.com/track/40FUdLENDY3sZmHEM25lpE,40FUdLENDY3sZmHEM25lpE
Man In Finance (with David Guetta),David Guetta,Man In Finance (with David Guetta),2024-06-07,https://open.spotify.com/track/5ZKnajvQQbMJeUhqilzi5T,5ZKnajvQQbMJeUhqilzi5T
I'll Wait,Kygo,Golden Hour,2020-05-29,https://open.spotify.com/track/1tuXOJYN6CkgubpifHEm96,1tuXOJYN6CkgubpifHEm96
Jackie Chan,Tiësto,The London Sessions,2020-05-15,https://open.spotify.com/track/4vvnuJlgBeNVwq3TNmLMNX,4vvnuJlgBeNVwq3TNmLMNX
Ke Shy,Major Lazer,Piano Republik,2023-03-24,https://open.spotify.com/track/0PgY2q9kphq67E83PL9yPq,0PgY2q9kphq67E83PL9yPq
places to be,Fred again..,places to be,2024-05-31,https://open.spotify.com/track/561pBFcFL2Pwb9HPO9tU8J,561pBFcFL2Pwb9HPO9tU8J
adore u,Fred again..,adore u,2023-08-11,https://open.spotify.com/track/3YgtkOxZsTuaZdL8McA1FQ,3YgtkOxZsTuaZdL8McA1FQ
El Merengue,Marshmello,Sugar Papi,2023-11-03,https://open.spotify.com/track/5KbBVSj6AJZ5662fO8EYFh,5KbBVSj6AJZ5662fO8EYFh
Weyu,Lucas Estrada,Weyu,2024-08-15,https://open.spotify.com/track/66tTks0fdZ1t8Ux7SF0yrZ,66tTks0fdZ1t8Ux7SF0yrZ
Don’t Go (with Justin Bieber & Don Toliver),Skrillex,Don’t Go (with Justin Bieber & Don Toliver),2021-08-20,https://open.spotify.com/track/55sgQENF3LY1sUcJUwasLl,55sgQENF3LY1sUcJUwasLl
Try Again (feat. Lauv),DallasK,Try Again (feat. Lauv),2021-07-30,https://open.spotify.com/track/0DHh3p0g7qmNNfNdRNwL6N,0DHh3p0g7qmNNfNdRNwL6N
One More Time,GATTÜSO,One More Time,2024-05-31,https://open.spotify.com/track/0GRJE21EBxLjn3Wh4gPCTJ,0GRJE21EBxLjn3Wh4gPCTJ
Another World,MEDUZA,Another World,2024-09-13,https://open.spotify.com/track/5U0iZCQ9e8PaLYxup0pcnO,5U0iZCQ9e8PaLYxup0pcnO
Back To You,Lost Frequencies,All Stand Together,2023-11-10,https://open.spotify.com/track/4PdSICTVRI1xrXZM1sOSCe,4PdSICTVRI1xrXZM1sOSCe
Lighter,Galantis,Rx,2024-05-17,https://open.spotify.com/track/1uXcsl79LVRf13rGxvaqpk,1uXcsl79LVRf13rGxvaqpk
Wherever You Are,Martin Garrix,Wherever You Are,2024-06-07,https://open.spotify.com/track/4s5kizLw0McJRd4rBG06B4,4s5kizLw0McJRd4rBG06B4
Woke Up in Love,Kygo,Thrill Of The Chase,2022-11-11,https://open.spotify.com/track/07QIetdCyAEox3Q5qqJT43,07QIetdCyAEox3Q5qqJT43
Let It Go,NOTSOBAD,Let It Go,2024-04-19,https://open.spotify.com/track/4madkqL1bB8rweDVBG8FvR,4madkqL1bB8rweDVBG8FvR
